        c12         c13         c14 
  1.6569996   2.2720013   2.8220005 
  1.7929993   2.5129986   3.0240002 
  2.2350006   2.8260002   3.6940002 
  1.9229984   2.6099987   3.2269993 
  1.4610004   2.2550011   2.9790001 
  1.6279984   1.8750000   2.4759998 
  1.8620014   2.1730003   2.9140015 
  2.4630013   2.7679996   3.7500000 
  1.2740002   2.0419998   2.4130001 
  2.0919991   2.8909988   3.3850002 
  1.6520004   2.0640011   2.9090004 
  1.8470001   2.3500004   3.0399990 
  1.5060005   2.2320004   2.7770004 
  2.1190014   2.7500000   3.4260006 
  1.9180012   2.7450008   3.1149998 
  1.4420013   1.9980011   2.2540016 
  2.1049995   2.8409996   3.3250008 
  1.7550011   2.4290009   2.7280006 
  1.0070000   1.3379993   1.6919994 
  1.8700008   2.4350014   2.9780006 
  2.2789993   2.8039989   3.6969986 
  2.0149994   2.6899986   3.3269997 
  1.3449993   1.9969997   2.1369991 
  1.7319984   2.0819988   3.0699997 
  0.5110016   0.6810017   0.6590004 
  1.8810005   2.5049992   2.9860001 
  1.5720005   2.2159996   2.9510002 
  1.9529991   2.5459995   3.1879997 
  2.1299992   3.0639992   3.6100006 
  0.9860001   1.0679989   1.2719994 
  0.4159985   0.5859985   0.7939987 
  0.2969990   0.6049995   0.6199989 
  2.3420010   3.1030006   3.7150002 
  1.9949989   2.5970001   3.2379990 
  1.6720009   2.0780010   2.9360008 
  1.5130005   2.1289997   3.1690006 
  1.5580006   2.0060005   2.5790005 
  0.9010010   1.6539993   2.2280006 
  0.4950008   1.0850010   1.4829998 
  1.2950001   1.8840008   2.2099991 
  1.9710007   2.6760006   3.3600006 
  1.4940014   1.6660004   1.6949997 
  0.7119999   0.9720001   1.4400005 
  1.4650002   2.0699997   2.5819988 
  1.9470005   2.6830006   3.1790009 
  1.3640003   1.4189987   2.6929989 
  2.0900002   1.7169991   2.7369995 
  1.8610001   2.4010010   2.9939995 
  1.3299999   2.1739998   2.6509991 
  1.0809994   1.8390007   2.1660004 
  0.6930008   0.9630013   1.1150017 
  0.4460011   0.6130009   0.6560001 
  1.9480000   2.6569996   3.2110004 
  1.6800003   2.0459995   3.0090008 
  1.6009998   1.9200001   2.6910000 
  1.7740002   2.4249992   2.6980000 
  1.6370010   2.0730000   2.8310013 
  1.4340000   1.8330002   2.4200001 
  1.6989994   2.2349987   3.3359985 
  2.1389999   2.8249989   3.5139999 
  1.8620014   2.3999996   3.2240009 
  1.6829987   2.1159992   2.7649994 
  2.0650005   2.6369991   3.4979992 
  1.4640007   1.8830013   2.6370010 
  0.6679993   1.1539993   1.5179996 
  2.0380001   2.8549995   3.7310009 
  1.7500000   2.3549995   2.9309998 
  1.3050003   1.9919987   2.8509998 
  1.7700005   2.4029999   3.1709995 
  1.6339989   2.5549984   2.8909988 
  2.0670013   2.7450008   3.2310009 
  1.6499996   2.1299992   2.9860001 
  0.5830002   1.1439991   1.6630001 
  1.5300007   2.0010014   2.5840015 
  1.7600002   2.2980003   2.8689995 
  0.7550011   0.8810005   1.2580013 
  0.7109985   0.9169998   1.1159992 
  1.0389996   1.7169991   2.1949997 
  2.0630016   2.3959999   3.1380005 
  0.9800014   1.1660004   1.3870010 
  0.9689999   1.5520000   1.9150009 
  1.0650005   1.6850014   1.9380016 
  1.4480000   2.1749992   2.5599995 
  1.5410004   2.2100010   2.6149998 
  1.9549999   2.4099998   2.9880009 
  0.9069996   1.3280010   1.8080006 
  1.8290005   2.5450001   2.9899998 
  0.8540001   1.6210003   1.9610004 
  1.7869987   2.4099998   3.0789986 
  1.8549995   2.3540001   3.1440010 
  2.1930008   2.6490002   3.6210003 
  1.5820007   2.5480003   2.9410000 
  1.6090012   1.9029999   2.4050007 
  1.8780003   2.7609997   3.3940010 
  1.7709999   1.9379997   2.8899994 
  1.4219990   1.9610004   2.5679989 
  1.4169998   1.8959999   2.5039997 
  0.9600010   1.6160011   2.1840000 
  1.7709999   2.0450001   2.8770008 
  1.7769985   2.4419994   3.0669994 
  1.2880001   1.7980003   2.3050003 
  0.2690010   0.3889999   0.4710007 
  1.7989998   2.3379993   2.9480000 
  1.1470013   1.5110016   2.3410015 
  2.2900009   3.0680008   3.4790001 
  0.3240013   0.5860004   1.4560013 
  1.8110008   2.5110016   3.0720005 
  0.3990002   0.8789997   0.8929996 
  1.3659992   1.8680000   2.5170002 
  1.7449989   2.2140007   3.0049992 
  1.6700001   2.2469997   2.6809998 
  1.5680008   1.6370010   2.6480007 
  0.9749985   1.2999992   1.5719986 
  1.3900013   1.9080009   2.3740005 
  0.9400005   2.0610008   2.0109997 
  1.7840004   2.4230003   3.0990009 
  0.9180012   1.2700005   1.3110008 
  2.1389999   2.7999992   3.5209999 
  0.6630001   1.2590008   1.3490009 
  1.8560009   2.5900002   3.3670006 
  1.6669998   2.3779984   2.9639988 
  1.3079987   1.7149982   1.9249992 
  1.4319992   1.8010006   2.6779995 
  1.8220005   2.4480000   2.8869991 
  1.6529999   2.0590000   3.0830002 
  0.7690010   0.9869995   1.2390003 
  1.3889999   1.9640007   2.5560017 
  1.6450005   1.9589996   2.7049999 
  0.7369995   1.2589989   1.5129986 
  1.9699993   2.3699989   3.1469994 
  1.4699993   2.2530003   2.5389996 
  1.7440014   2.2020016   3.0600014 
  1.6079998   2.2359982   3.1639996 
  2.6420002   1.9829998   2.7420006 
  1.7740002   2.2310009   3.0319996 
  0.8930016   1.1850014   1.4580002 
  2.1469994   3.0149994   3.5230007 
  0.8309994   1.3479996   1.6790009 
  1.8839989   2.6719990   3.4090004 
  1.0319996   1.3029995   2.1659985 
  1.7510014   2.6130009   3.3630009 
  1.4109993   1.9989986   2.5419998 
  1.6230011   2.2959995   2.7000008 
  2.1940002   2.5480003   3.5040016 
  0.4720001   0.1369991   0.8729992 
  0.8780003   1.4650002   1.9770012 
  2.2670002   2.8439999   3.4069996 
  1.6060009   1.5970001   2.6610012 
  1.5240002   1.9780006   2.7119999 
  1.6800003   2.5679989   3.0550003 
  1.7410011   2.7030010   3.2390003 
  1.5349998   2.2299995   2.6350002 
  1.0009995   2.1900005   2.1569996 
  0.6280003   1.0950012   1.4160004 
  0.6509991   1.0639992   0.7449989 
  2.1970005   3.1690006   3.7770004 
  1.8789997   2.0530014   3.6079998 
  1.8230000   2.3480015   2.9260006 
  1.6840000   2.3359985   2.7639999 
  1.9630013   2.5370007   3.4519997 
  1.5359993   1.7979984   2.6169987 
  2.0690002   2.7169991   3.5569992 
  2.2619991   2.8080006   3.1830006 
  1.7449989   2.2889996   3.2880001 
  1.7039986   2.7469997   3.0399990 
  1.6260014   1.4320011   2.3080006 
  0.7410011   0.8590012   1.0330009 
  2.1330013   2.3789997   3.2790012 
  0.4140015   0.2500000   0.7210007 
  1.6999989   2.4239998   2.8649998 
  1.3840008   1.6270008   2.2920017 
  1.0970001   1.5720005   1.9799995 
  0.4270000   0.6859989   0.9879990 
  1.7409992   2.1210003   2.8179989 
  2.0410004   2.6760006   3.2830009 
  1.8099995   2.6329994   3.1980000 
  1.7639999   2.7320004   3.2859993 
  1.6640015   2.2700005   2.9239998 
  1.6340008   2.2770004   2.8309994 
  1.9880009   2.5200005   3.3760014 
  1.3249989   1.5380001   2.3139992 
  1.5369987   2.3230000   3.0310001 
  1.6159992   2.1829987   2.9569988 
  2.0559998   2.4109993   3.1099987 
  1.8350010   2.2110004   2.6849995 
  1.6300011   1.9840012   2.8450012 
  0.8120003   1.2500000   1.0200005 
  0.5389996   0.4360008   1.0790005 
  1.2220001   1.7109985   2.1059990 
  1.8090000   2.1669998   2.7099991 
  1.7199993   2.1350002   2.8449993 
  1.8099995   2.4150009   3.1560001 
  1.4659996   2.1409988   2.3500004 
  1.1840000   1.6650009   1.7320004 
  2.4080009   3.0590000   4.0139999 
  0.8680000   1.6820011   2.0070000 
  0.4750004   0.8400002   1.3699989 
  1.4049988   2.2010002   2.8559990 
  1.7940006   2.1540012   3.2060013 
  1.6560001   2.0679989   2.8669987 
  1.9679985   2.6049995   3.4039993 
  0.4979992   0.5809994   0.8589993 
  0.3449993   0.4510002   0.5919991 
  0.7849998   0.8719997   1.5070000 
  1.3709984   1.9469986   2.4559994 
  0.7490005   0.6019993   1.2609997 
  1.1490002   1.5500011   1.7770004 
  1.5109997   2.0229988   2.5450001 
  2.1149998   2.8420010   3.2509995 
  1.4200001   1.8140011   2.6189995 
  1.2360001   1.6669998   2.3590012 
  1.8290005   1.9860001   2.6340008 
  1.5100002   1.8759995   2.3820000 
  0.8449993   1.6329994   1.6609993 
  1.1079998   1.4000015   1.8390007 
  1.3180008   2.2030010   2.5599995 
  1.4599991   1.9809990   2.2739983 
  1.3400002   1.6879997   1.8910007 
  0.8850002   1.3630009   1.4500008 
  1.9569988   2.8879986   3.4650002 
  1.2170010   2.1410007   2.6700001 
  1.7389984   2.2589989   3.0089989 
  0.5400009   0.9710007   1.0370007 
  1.4230003   2.1169987   2.5690002 
  1.5669994   2.0979996   2.6809998 
  1.9489994   2.3880005   3.1620007 
  1.0629997   2.6690006   2.9829998 
  2.1030006   3.0620003   3.9419994 
  0.4779987   0.8179989   0.8249989 
  1.7489986   2.2279987   2.8470001 
  2.0989990   2.7799988   3.4379997 
  1.5270004   2.2189999   3.0190010 
  1.6669998   2.3459988   3.0089989 
  1.6569996   1.8110008   2.6930008 
  0.9190006   1.4640007   1.9309998 
  1.7960014   2.3670006   3.2030010 
  0.4499989   0.4559994   0.8309994 
  1.5730000   2.1669998   2.9449997 
  1.5839996   1.9619999   2.6510010 
  0.7900009   0.9840012   1.6520004 
  1.5290012   2.0390015   2.7450008 
  1.9239998   2.7740002   3.5149994 
  2.0550003   2.6810017   3.4050007 
  0.8330002   1.1389999   1.2489986 
  1.8099995   2.6559982   3.3680000 
  1.4359989   2.7919998   3.4779987 
  2.1269989   2.0879993   3.6040001 
  1.5079994   2.2550011   3.2299995 
  1.6060009   1.7679996   2.7660007 
  1.8570004   2.7840004   3.2270012 
  1.9800014   2.4239998   3.0730000 
  1.6339989   2.3640003   2.7649994 
  0.9200001   0.9670010   1.3920002 
  1.6269989   2.9850006   3.1830006 
  1.8030014   2.6500015   3.2770004 
  0.3449993   0.5510006   0.5279999 
  2.3519993   3.0099983   3.6489983 
  1.6119995   2.1329994   2.6910000 
  1.6129990   2.4809990   2.7799988 
  1.8139992   2.2689991   2.8519993 
  1.5009995   2.2229996   2.7390003 
  1.7270012   2.4029999   2.9250011 
  2.3939991   2.9699993   3.5699997 
  1.8299999   2.5749989   3.1559982 
 -0.0720005   2.0340004   2.9379997 
  2.0059986   2.5649986   3.0989990 
  1.7559986   1.6829987   2.9519997 
  1.7450008   2.5359993   3.1350002 
  1.4689999   2.2849998   3.1159992 
  1.9340000   2.2220001   2.8310013 
  1.8060017   2.2920017   3.0240002 
  0.5520000   1.3059998   1.6350002 
  1.7679996   2.4489994   3.0819988 
  1.2450008   1.8950005   2.1200008 
  1.3129997   2.9340000   3.8659992 
  1.6440010   2.9110012   3.3940010 
  1.5839996   2.3619995   3.0820007 
  1.1760006   1.6329994   2.3249989 
  1.8789997   2.0690002   3.0650005 
  0.5499992   0.5369987   1.1469994 
  1.3650017   1.8490009   2.5390015 
  2.0789986   2.8329983   3.5229988 
  1.9880009   3.0279999   3.6170006 
  2.0719986   2.9890003   3.7559986 
  0.6399994   1.1469994   1.5429993 
  1.0819988   1.5970001   2.1910000 
  0.1009998   0.3150005   0.4260006 
  1.1660004   1.6820011   2.3640003 
  2.0930004   2.6970005   3.3330002 
  1.6380005   2.2530003   2.9860001 
  1.5550003   2.1840000   2.9359989 
  1.7950001   2.3409996   2.9589996 
  1.6690006   1.6630001   2.9510002 
  1.8780003   2.4130001   3.2290001 
  2.0610008   2.7700005   3.4470005 
  1.8279991   2.4869995   2.9410000 
  1.4689999   1.8500004   2.4990005 
  0.2390003   0.4149990   0.6609993 
  2.2129993   2.6509991   3.2870007 
  1.1170006   1.6350002   2.0830002 
  1.4239998   2.1659985   2.6089993 
  0.5170002   1.2309990   1.3859997 
  1.9319992   2.3999996   3.3309994 
  0.4600010   0.6690006   0.8540001 
  0.7350006   1.1410007   1.0699997 
  1.5950012   2.1779995   2.9659996 
  1.6030006   2.2460003   2.7770004 
  1.6400013   2.2500000   2.7290001 
  1.9899998   2.7080002   3.3769989 
  1.1800003   1.9539986   2.1989994 
  1.6770000   1.9829998   3.0170002 
  1.7469997   2.0439987   3.0989990 
  1.5150013   2.6860008   3.4610004 
  0.8129997   1.1389999   1.6270008 
  1.6459999   2.6479988   3.1509991 
  1.2440014   1.8310013   2.3369999 
  2.0049992   2.4689999   3.2600002 
  0.3829994   0.5079994   0.6520004 
  0.1420002   0.1900005   0.2159996 
  1.4340000   2.0989990   2.7350006 
  1.4580002   2.3460007   2.7259998 
  1.1759987   1.5259991   1.8809986 
  1.5289993   2.0119991   2.7979984 
  1.6489983   2.1189995   2.9049988 
  1.4930000   2.3769989   2.6259995 
  1.6259995   2.3779984   3.3689995 
  1.5240002   1.9010010   2.6119995 
  1.8449993   2.3190002   3.1760006 
  1.8409996   2.3039989   3.1210003 
  2.1350002   2.9080009   3.4390011 
  1.5550003   2.0200005   2.5979996 
  1.6350002   2.0560017   2.7890015 
  2.4969997   2.3379993   3.2959995 
  1.6719990   2.5899982   2.8659992 
  2.5490017   3.5020008   4.4220009 
  1.0020008   1.3010006   1.6130009 
  1.8459988   2.3459988   3.1259995 
  1.6870003   2.0270004   2.7140007 
  1.5790005   2.3789997   2.5869999 
  2.0769997   2.5489998   3.1959991 
  1.3640003   1.9110012   2.2930012 
  2.0730000   2.6239986   3.2150002 
  1.8500004   1.9060001   2.8430004 
  1.0939999   1.5159988   1.8299999 
  0.6029987   1.0149994   1.2430000 
  1.6749992   2.1490002   2.8099995 
  1.5220013   2.1910000   2.7989998 
  1.7590008   2.3409996   3.0000000 
  0.5980015   0.5489998   1.0730000 
  1.7620010   2.6329994   3.5050011 
  1.2180004   2.1860008   2.5419998 
  1.8610001   2.8869991   3.5000000 
  0.7949982   0.8649998   1.0809994 
  1.6459999   2.2980003   2.9060001 
  1.6779995   1.9619999   2.8349991 
  1.5819988   2.0529995   2.6800003 
  1.4349995   1.7919998   2.4059982 
  2.1269989   2.7530003   3.4480000 
  2.1229992   3.0919991   3.5909996 
  1.7189999   2.8880005   3.4209995 
  2.2290001   2.5349998   3.1770000 
  1.7310009   2.1429996   2.8029995 
  1.6849995   2.1139984   2.6089993 
  0.7760010   1.4970016   1.8710003 
  2.0769997   2.6480007   3.5209999 
  1.4389992   1.9889984   2.2269993 
  1.9589996   2.6820011   3.0670013 
  0.9410000   1.5940018   1.8950005 
  1.4650002   1.8859997   2.4419994 
  2.0940018   2.8530006   3.4270000 
  1.4739990   1.9519997   2.7460003 
  1.8310013   2.3680000   2.9220009 
  1.5339985   2.3540001   2.9869995 
  0.7860012   1.0470009   0.9660015 
  1.4379997   1.8500004   2.6819992 
  1.4759998   2.2840004   2.9379997 
  0.4759998   0.6029987   1.0380001 
  1.7760010   2.3290005   2.7410011 
  0.3070011   0.6389999   0.9670010 
  1.2380009   1.9740009   2.3610001 
  1.7500000   2.4020004   2.8820000 
  1.3909988   1.9559994   2.3920002 
  1.4800014   2.0310001   2.2840004 
  1.8700008   2.6370010   3.2030010 
  1.8560009   2.5230007   3.0510006 
  1.2320004   2.0400009   2.4150009 
  2.1399994   2.7329998   3.1579990 
  1.2500000   1.8759995   2.5020008 
  1.8429985   2.3019981   3.0660000 
  2.0199986   2.6919994   3.4669991 
  1.6509991   2.2049999   2.8459988 
  1.4370003   2.3169994   3.0960007 
  0.2630005   0.6439991   1.0419998 
  1.6739998   2.2350006   2.9410000 
  1.2759991   1.8629990   2.3379993 
  1.5569992   2.1830006   2.8050003 
  2.0139999   2.5570011   3.5090008 
  1.1779995   1.8719997   2.5009995 
  2.1479988   2.8309994   3.4169998 
  1.5360012   2.0740013   2.5020008 
  0.1520004   0.0090008   0.5430012 
  1.7250004   2.6800003   3.4239998 
  1.9650002   2.5690002   3.2600002 
  1.2979984   1.8369999   2.2769985 
  0.7299995   1.1180000   1.4920006 
  1.7430000   2.6549988   3.0620003 
  1.8190002   2.3369999   2.9610004 
  1.8599987   2.6180000   3.3649998 
  1.9820004   2.7500000   2.9599991 
  0.7719994   0.9670010   1.1970005 
  1.7679996   2.2849998   2.8109989 
  2.0030003   2.8500004   3.6140003 
  1.5599995   2.3020000   2.7460003 
  1.9490013   2.3800011   3.0349998 
  1.3379993   1.8160000   2.6399994 
  2.0849991   2.4679985   3.3139992 
  1.6159992   2.2700005   3.0469990 
  1.6690006   2.5039997   2.9909992 
  1.6760006   2.0380001   2.9050007 
  2.2070007   3.0830002   3.6919994 
  1.7099991   1.8719997   2.7679996 
  1.7449989   2.3839989   3.1110001 
  2.0310001   2.6590004   3.1920013 
  1.8939991   2.4139996   3.0860004 
  0.3050003   0.2989998   0.8540001 
  1.9009991   2.5159988   3.2899990 
  1.5070000   2.0799999   2.4769993 
  1.3479996   2.0999985   2.3639984 
  1.7770004   2.5220013   3.2740002 
  1.1459999   2.2130013   2.7560005 
  2.0250015   2.3860016   3.2010002 
  1.8210011   2.5949993   3.1709995 
  1.8899994   2.0440006   3.0489998 
  1.3639984   3.5029984   3.4759998 
  1.1520004   3.0410004   3.5529995 
  1.8230000   2.7480011   3.4790001 
  1.9200001   2.5880013   3.3269997 
  1.9790001   2.5599995   3.3210011 
  1.9910011   2.6030006   3.1270008 
  1.3810005   2.3660011   2.9310017 
  0.6989994   1.7919998   1.3850002 
  1.6130009   2.5459995   2.8610001 
  1.6340008   1.9970016   2.8740005 
  0.5730000   0.8589993   1.4729996 
  2.0830002   2.5710011   3.4519997 
  1.9200001   2.8390007   3.3039989 
  2.0390015   2.5070000   3.2210007 
  1.7399998   2.5979996   3.0469990 
  2.1889992   2.4079990   3.1629982 
  1.6009998   2.0860004   2.6389999 
  1.3850002   1.8090000   2.8920002 
  1.8909988   2.4699993   3.1129990 
  1.9979992   2.6009998   3.0860004 
  0.4739990   0.3499985   1.0000000 
  1.8500004   2.6910000   3.1590004 
  1.3199997   2.1000004   2.6219997 
  2.3530006   3.0459995   3.8120003 
  1.6700001   2.3129997   2.7719994 
  1.7759991   2.4689999   3.3669987 
  1.8419991   2.4189987   2.9979992 
  0.5809994   0.9969997   1.3260002 
  1.4489994   1.6089993   2.6589985 
  2.0459995   2.7189999   3.4029999 
  0.5499992   0.1309986   0.9169998 
  0.3330002   0.6420002   1.0370007 
  1.5349998   2.0809994   2.8419991 
  1.6779995   2.1280003   2.9080009 
  1.2980003   2.3270016   2.6820011 
  1.9349995   2.6239986   3.2559986 
  1.3149986   2.1999989   2.7839985 
  2.0170002   2.6270008   3.4500008 
  1.8430004   3.1700001   3.4729996 
  0.0890007   0.2910004   0.3740005 
  1.4960003   2.1910000   2.7749996 
  2.2380009   3.0499992   3.9090004 
  1.3139992   2.2940006   2.5769997 
  1.9150009   2.6680012   2.9820004 
  1.3369999   1.5890007   2.3980007 
  2.6630001   3.3839989   4.2859993 
  1.8150005   2.5419998   3.1870003 
  1.8800011   2.5330009   3.2820015 
  2.1200008   2.5060005   3.4050007 
  2.3109989   3.2670002   3.9300003 
  2.5000000   3.4200001   3.9139996 
  1.7929993   2.7229996   3.4099998 
  1.8699989   2.3500004   3.4179993 
  0.5319996   0.5879993   0.2269993 
  1.8199997   2.4909992   2.7399998 
  1.2240009   1.9120007   2.4529991 
  1.7880001   2.5100002   3.2189999 
  1.5339985   2.1019993   2.4650002 
  0.6040001   1.7019997   1.9619999 
  1.8959999   2.8899994   3.2169991 
  1.4189987   2.0299988   2.2919998 
  0.6520004   0.9850006   0.9400005 
  2.1169987   3.3750000   3.1459999 
  1.6700001   2.2849998   2.9960003 
  1.3680000   1.9160004   2.5570011 
  1.5240002   1.9909992   2.7360001 
  1.6140003   2.2679996   2.7430000 
  1.8610001   2.8099995   3.4259987 
  1.6399994   2.0889988   2.9969997 
  1.4419994   2.6900005   2.7560005 
  0.2840004   0.5319996   0.9359989 
  1.6620007   2.1120014   2.6420002 
  1.2539997   2.1389999   2.2420006 
  0.5590000   0.7320004   0.7589989 
  1.3340015   2.5300007   3.2940006 
  2.2119999   2.6930008   3.4890003 
  0.8629990   1.3709984   1.8540001 
  1.6120014   2.3680000   2.8299999 
  2.1070004   2.6350002   3.3130016 
  1.9759998   2.5690002   3.3500004 
  1.8589993   2.7029991   3.0299988 
  0.8800011   1.2380009   1.9740009 
  1.4150009   1.9039993   2.4500008 
  1.6539993   2.3389988   3.0730000 
  1.5029984   2.2489986   2.6819992 
  2.1059990   2.7559986   3.4699993 
  1.0760002   0.6949997   1.6889992 
  2.2350006   3.3689995   3.8010006 
  1.4650002   2.2730007   2.5939999 
  1.8299999   2.6180000   2.9060001 
  1.6770000   2.1350002   3.1410007 
  1.9990005   2.7889996   3.3700008 
  2.1500015   2.5820007   3.4920006 
  0.8530006   1.4710007   1.7399998 
  0.5199986   0.7609997   0.8569984 
  1.5699997   1.9150009   2.5090008 
  0.8210011   1.4910011   1.7560005 
  1.6350002   2.3209991   2.8400002 
  1.3290005   2.0189991   2.5860004 
  1.5939999   2.4599991   2.9029999 
  1.6170006   2.2280006   2.9180012 
  1.7059994   2.2559986   2.9109993 
  0.9189987   1.2329998   1.7909985 
  2.1800003   2.5839996   3.5079994 
  1.6520004   2.3540001   2.9869995 
  1.3829994   2.3999996   2.9799995 
  1.1709995   1.8520012   2.0540009 
  0.6450005   0.8310013   0.9960003 
  1.3599987   1.9069996   2.6939983 
  1.9970016   2.3940010   3.2490005 
  0.9720001   1.3450012   1.3720016 
  0.6860008   0.9589996   0.9140015 
  2.0250015   3.0940018   3.7660007 
  2.5320015   3.1570015   4.0530014 
  2.3859997   3.5340004   3.9540005 
  1.4759998   2.1450005   2.6800003 
  1.8629990   1.9130001   2.9699993 
  1.6100006   2.1730003   3.1830006 
  1.4610004   2.0389996   2.6259995 
  1.8199997   2.8870010   3.3589993 
  0.5860004   0.7170010   1.2280006 
  1.5429993   2.1450005   2.8680000 
  1.9130001   2.3470001   3.0220013 
  1.4169998   1.8150005   2.4160004 
  1.4440002   2.0450001   2.5690002 
  1.3290005   3.0130005   3.0610008 
  1.6919994   2.3279991   2.8430004 
  0.7469997   1.8880005   2.0900002 
  2.1700001   2.9560013   3.5620003 
  1.6900005   2.1970005   2.6949997 
  0.8220005   1.3700008   1.4150009 
  2.0219994   2.2369995   3.0049992 
  1.8840008   2.6870003   3.0270004 
  1.9860001   2.8719997   3.3670006 
  1.2990017   1.9530010   2.4570007 
  1.0750008   0.7250004   1.6090012 
  1.1739998   2.1560001   2.5160007 
  0.6040001   0.9120007   1.1800003 
  1.5879993   2.0680008   2.7479992 
  2.1280003   2.5779991   3.3239994 
  0.9359989   0.8990002   1.3810005 
  1.6720009   2.4850006   2.9810009 
  1.7239990   2.4359989   3.0309982 
  1.5529995   2.2689991   2.9449997 
  1.7469997   2.0349998   2.8330002 
  1.1369991   1.8829994   2.8039989 
  1.3479996   2.0590000   2.5730000 
  1.7719994   2.4670010   3.1840000 
  1.7230015   2.6070004   3.0400009 
  0.9259987   1.2609997   1.7039986 
  0.7760010   1.0310001   1.4470005 
  0.6389999   0.8199997   1.0489998 
  1.4340000   2.1830006   2.8190002 
  1.4370003   1.8619995   2.3880005 
  0.2180004   0.4029999   0.5860004 
  1.5359993   2.1490002   2.2679996 
  2.0820007   2.4170017   3.2700005 
  1.9319992   2.6739998   3.3090000 
  1.7839985   2.4499989   2.9659996 
  2.0020008   2.6439991   3.2269993 
  1.8069992   2.4200001   3.2869987 
  1.5570011   2.6560001   2.9880009 
  1.3369999   2.0310001   3.1229992 
  0.8120003   1.0279999   1.1730003 
  1.8449993   2.1380005   3.1809998 
  1.7420006   2.2630005   2.7940006 
  1.9869995   2.6619987   3.0119991 
  1.4449997   2.0199986   2.6840000 
  1.6729984   2.4579983   2.9439983 
  0.8750000   2.8760014   2.3689995 
  1.4839993   3.2269993   4.1119995 
  0.6429996   1.3310013   1.4130001 
  1.7469997   2.2600002   2.8509998 
  1.7629986   2.2779999   3.0299988 
  1.7259998   2.0799999   2.9320011 
  1.5260010   2.1550007   2.7420006 
  1.9580002   2.1750011   3.1120014 
  1.5699997   1.9389992   2.6189995 
  2.0619984   2.7989998   3.3309994 
  0.9879990   1.5429993   1.7479992 
  1.5620003   2.0860004   2.7030010 
  1.6860008   2.0190010   2.8170013 
  0.9130001   1.3379993   1.5669994 
  2.0540009   2.4169998   3.5730000 
  1.5440006   1.9470005   2.7550011 
  1.2229996   1.5380001   2.0639992 
  2.3899994   2.9039993   3.6859989 
  2.2069988   2.6849995   3.3339996 
  1.6820011   2.3480015   2.8760014 
  0.4750004   0.1670017   0.5660000 
  2.0009995   2.2329998   3.0380001 
  1.2779999   1.8170013   2.2539997 
  1.6509991   2.1180000   3.1149998 
  1.7479992   2.3779984   3.2679996 
  1.8250008   2.7709999   3.3220005 
  0.9110012   1.2180004   1.0880013 
  1.8350010   2.2300014   3.1150017 
  0.5110016   0.8730011   0.7080002 
  1.9539986   2.8839989   3.5279999 
  1.9750004   2.4909992   3.2819996 
  1.2000008   1.6540012   2.3120003 
  0.8100014   1.0600014   1.1270008 
  0.5560017   0.5190010   0.8190002 
  1.6150017   1.8180008   2.5940018 
  1.6499996   1.9800014   2.7310009 
  1.7350006   2.5279999   3.0390015 
  1.1600018   1.8230000   2.1320000 
  1.8289986   2.2819996   3.1349983 
  1.7749996   2.6009998   3.4189987 
  1.6170006   2.1059990   2.6569996 
  2.1189995   2.3379993   3.0900002 
  1.7089996   2.2590008   2.8899994 
  1.9440002   2.4840012   3.1760006 
  1.7240009   2.3500004   3.0030003 
  1.8010006   2.3910007   3.3299999 
  0.9020004   1.0720005   1.6490002 
  1.8629990   3.2969990   4.1859989 
  2.2889996   2.9759998   4.0689983 
  1.8379993   2.2549992   3.1089993 
  1.4309998   1.7560005   2.2870007 
  0.9939995   1.8500004   2.4500008 
  1.4060001   2.0530014   2.6870003 
  1.8909988   2.3659992   3.2029991 
  1.8320007   2.4920006   2.8430004 
  1.8729992   2.5149994   3.1259995 
  1.9449997   2.3570004   3.1840000 
  1.8500004   2.1849995   2.6119995 
  2.0540009   2.3250008   3.2580013 
  1.4790001   1.9529991   2.5879993 
  1.4720001   2.1830006   2.9659996 
  0.7900009   1.0979996   0.9530010 
  1.6870003   2.3900013   2.9500008 
  0.9759998   1.2649994   1.0979996 
  1.3799992   2.1259995   3.1809998 
  1.5880013   2.6180000   3.1700001 
  1.9340000   2.5049992   3.1269989 
  1.2450008   1.7620010   2.2700005 
  1.7010002   1.5050011   2.9080009 
  1.7999992   2.5259991   3.2279987 
  0.5340004   0.1739998   1.1440010 
  1.5380001   2.1849995   2.8769989 
  1.9829998   2.7730007   3.2430000 
  1.6509991   2.7719994   3.1079998 
  1.9759998   2.8049984   3.4159985 
  0.3529987   0.6770000   0.4499989 
  0.7259998   0.9039993   1.3099995 
  2.0989990   2.7029991   3.2899990 
  1.2390003   1.7659988   2.3039989 
  2.1730003   2.6730003   3.3879986 
  1.4349995   2.6930008   3.2819996 
  2.3299999   3.1669998   3.8290005 
  0.4820004   1.0030003   1.2479992 
  1.1140003   3.0469990   3.6000004 
  2.0300007   2.8330002   3.4260006 
  0.8980007   1.2399998   1.6590004 
  1.9529991   2.5149994   3.2119999 
  1.3910007   1.8140011   2.1730003 
  1.7069988   2.8299999   3.3529987 
  0.9360008   1.2090015   0.8520012 
  2.2399998   2.9939995   3.3979988 
  1.5830002   1.9870014   2.9020004 
  1.9149990   2.4459991   2.9079990 
  1.9820004   2.7859993   3.5089989 
  0.6760006   1.0200005   1.3649998 
  0.6560001   2.5000000   2.5699997 
  1.6359997   2.1940002   3.0160007 
